name,count
Juwelier Kurz AG,3
Jäger Immobilien AG,2
Jägerstübli Solothurn GmbH,2
Jäggi Optik & Hörberatung AG,2
Jörimann Immobilien GmbH,2
"Jürgen Reinecke, Physiotherapeut",2
K & K Immobilien AG,2
K Kiosk,12
K Kiosk Adliswil Ladenzentrum,2
K Kiosk Migros,4
K. Muniyandi,2
K4Value SA,2
KESB Basel-Stadt,2
KF Couleur Café Sàrl,3
KIKO Milano,6
KIND Hörzentralen,15
KITAG CINEMAS Capitol,8
KITAG CINEMAS Rex,2
KKL Bahnhof-Parking,2
KKiosk,91
KMS Küng Modellseilbahnen,2
KOENIG Design,2
KURZ,3
Kafe Bar & Lounge,3
Kaffee-Mobil,2
Kaffeebar Mühleplatz,2
Kaffeehalle,2
Kaffeehaus zur Weltkugel,3
Kafka Genusskeller,2
Kainz Goldschmied,2
Kaiser & Kaiser in Basel,2
Kaiser Odermatt & Partner AG,2
Kaiser's Reblaube,2
Kalasri - Schule für Indischen Tanz und Yoga,2
Kalisha GmbH,3
Kangaroo Physiothérapie,3
Kant. Obergericht,2
Kant. Polizei,4
Kanton Basel-Stadt,2
Kantonale Polizei Basel Landschaft,3
Kantonale Verwaltung Lotteriefonds,2
Kantonale Verwaltung Zivilgericht,2
Kantonspolizei Aargau,5
Kantonspolizei Luzern-Luzern-Ost,2
"Kantonspolizei Zürich, Polizeistation Winterthur Stadt West",2
"Kantonspolizei Zürich, Polizeistation Wädenswil",2
Kanzlei Pilatushof,2
Kapelle St. Urban,2
Kappenbühlweg,2
Karel Korner,2
Karen Millen,5
Karin Treichler GmbH,2
Karizma Barbershop,2
"Karl Haab, Funk & Elektronik",2
Karl Koch AG,2
"Karl S. Hodel, Physiotherapeut",2
Karst-Bar/-Musikbar Forster,3
Kasim Imbiss GmbH,2
Kasinopark,2
Kat Coiffure,2
Kath. Kirchgemeinde Pfarreizentrum,2
Kath. Pfarramt,2
"Katharina Ammann Hochreutener, Allgemeine Medizin FMH",3
"Katharina Terhorst, Physiotherapeutin",2
Katholische Kirche,4
Katholisches Pfarreizentrum,3
Katja's Nails-n-Beauty,2
Katun Switzerland AG,2
Kaufhaus Krone GmbH,2
Kaufleuten Restaurant,2
Kaufmann & Friedli Rechtsanwälte,4
Kawaya Ramen - Bar à nouilles,2
Kebab & Grill,2
Kebab & Pizza,2
Kebab Boulevard de Grancy Sàrl,3
Kebab Des Grand-Places,2
"Kebab Haus ""La viLLa""",4
Kebab Stand - Yaprak Imbiss,2
Keedo AG,2
Kefsere S.à r.l.,3
Keinavo Sagl,3
Kellenberger Schliesstechnik & Schlüsselservice,2
Keller Drogerien AG,2
Keller Immobilien-Treuhand AG,2
Kellerhals & Kellerhals,2
Kellerhals Carrard,2
Kellerkino,2
Kelly Griswold Yoga,3
"Kempten, Post",2
Ken Schneider Physiotherapie,3
Kendra AG,2
Kerala Reisen,2
Kernstrasse,2
Kerozen,2
Kerzen Jeger,2
Kesha Organic Hair Care,2
Kevin Kayne,2
Key Bern AG,3
"Keytrade Bank SA, Bruxelles, succursale de Genève",2
Khoua Vientiane Restaurant,2
Kiddiez Kinder Schuhladen,2
Kids Fashion Wunderland GmbH,2
Kieferorthopädie,3
Kieferorthopädie/Orthodontie Ortho St-Pierre,2
Kiener Immobilien AG,2
Kilala SA,2
Killer & Co.,2
Kinder und Jugendphysiotherapie,2
Kinder- und Jugendpsychiatrische Dienste St. Gallen,2
Kinder-und Jugendtheater Zug,2
Kinderarztpraxis Dr.med. Ilona Pavel,2
Kinderbuchparadies,3
Kinderparadies Bohnenblust AG,2
Kinderparadies.li Lagerverkauf,2
Kindli,2
Kineo - Funktionelle Physiotherapie,2
Kinetic Center Lugano | Fisioterapia e Riabilitazione,2
Kino Cinéma Lenk,2
Kino Filmpodium,3
Kino Gotthard,2
Kino Mascotte,2
Kino Rex,3
Kino Sterk,2
Kino-Theater Central,2
Kinvar AG,2
Kinésiologie - Jennifer Malherbe,2
Kiosk,14
Kiosk AG,9
Kiosk Bahnhof,3
Kiosk Mehdi,2
Kiosk Migros,2
Kirche,2
Kirche St. Regula,2
Kirchgemeinde Evang.-Ref. Pfarrer,2
Kirchgemeinde Evang.-Ref. Sekretariat,5
Kirex AG,2
Kirin Sàrl,2
Kizildere Café Restaurant Tramschlaufe GmbH,2
Kleider-Ecke Rotes Kreuz Schaffhausen,2
Kleiderschrank Men,3
Kleidi Damenmode,5
Klein,2
Kleinen Warenhalle,2
Klex - Kunst & Spielereien,2
Klingende Sammlung,3
Klingental,2
Klostermatten AG,2
Klusplatz,11
KnS moderne kommunikation,2
Knecht Mode AG,2
Kneipp (Schweiz) GmbH,2
Kochoptik AG,12
Kofler AG Modehaus Mythen Center,2
Kogal AG,3
Kohler Orthopaedie - Podologie,3
Konditorei Aeschbach Chocolatier AG,2
Konditorei Buchmann AG,2
Konditorei Helfenstein,2
Konditorei Himmels-bijou GmbH,2
Konditorei-Confiserie Gilgen,3
Konkordia AG,4
Konsulat der Bahamas,2
Konsulat von Island,3
Konsulat von Malaysia,2
Konsulat von Vanuatu,3
Kontakt MYTHEN UMZÜGE GmbH,2
Kontiki Reisen,2
Kontrast Second-Hand Boutique GmbH,2
Kony Bubble Tea,5
Kookai,24
Kopierzenter Sarnen GmbH,2
Korn.Haus,2
Kornhaus Galerie Bar und Lounge,4
Kornhausbibliothek,4
Kornhausbibliothek Breitenrain,2
Kornhauscafé,4
Kornhausforum,4
Kornhauskeller,4
Kosmetik,3
Kosmetik Anahit,3
Kosmetik Balance,2
Kosmetik Basel,2
Kosmetik Beauty Center Orchidee,2
Kosmetik Fachinstitut Finnland,3
Kosmetik Institut eclipse,4
Kosmetik Jeannette,2
Kosmetik Kosmetikstudio-estetica,2
Kosmetik Marlise Hug,2
Kosmetik Parallele,4
Kosmetik Passeraub,5
Kosmetik Pavillon,2
Kosmetik Petra,2
Kosmetik SILHOUETTE,2
Kosmetik Zentrum Wil,2
Kosmetik-Institut Herlig,2
Kosmetik-Kämmerli,2
Kosmetik-Studio,2
"Kosmetikerin Buser S. in Basel, Kosmetikstudio, Waxing, Wimpernverlängerung, Haarentfernung Laser",2
Kosmetikinstitut N. Barilli,3
Kosmetiksalon Belle nuances Wellness,2
Kosmetiksalon Bobbi Brown,2
Kosmetiksalon Body and Soul,2
Kosmetiksalon Burghof- Cosmetics,2
Kosmetiksalon City Beauty,2
Kosmetiksalon Colibri- Cosmetic,2
Kosmetiksalon Cosmetic Balance,4
Kosmetiksalon Cosmetic Luna,4
Kosmetiksalon Cosmetic SPA,2
Kosmetiksalon Cosmetica Alvetta,2
Kosmetiksalon Cosmic cosmetic,2
"Kosmetiksalon Deeva Schönheitszentrum,",2
Kosmetiksalon Estetico,2
Kosmetiksalon Etre Belle,2
Kosmetiksalon Flora,2
Kosmetiksalon Herta,2
Kosmetiksalon Top Cosmetic,2
Kosmetiksalon cosmeticunique,3
Kosmetikstudio,2
Kosmetikstudio Giovanna,2
Kosmetikstudio Rhyfallblick,2
Kosmetikstudio S. Valente,2
Kosmetikstudio Susanne Misteli,2
Kosmetikstudio cosmetica,2
Kosmetikstudio la Bellezza GmbH,2
Kostezer AG Wil,2
Kovats Optik AG,2
Kowä AG,3
Kraemer Paris,2
Kramer Möbel,2
Kramer-Krieg SA,2
Kranich Schaffhausen AG,3
Kratzer Elektronik AG,3
Kreativ Studio GmbH,2
"Kreativ Werkstatt im Tschuppis, Regina Oberholzer",2
KreativIdee AG,2
Krebser AG,2
Kredit.ch,2
"Kreisel, Imbiss und Pizzeria",2
Kreissaal Bar,3
Krethlow Immobilien,3
Krethlow Immobilien AG,3
Krieger & Linsi AG Immobilien - Verkauf Vermietung und Verwaltung Luzern,4
Krieger - BlumenStar.ch,2
Krin Music,3
Kryolipolyse am Paradeplatz - Dr. Mutzbauer & Partner,2
Kubli EMV-Engineering und Elektrobiologie,2
Kuhn Back & Gastro AG,4
Kuhn Druck AG,2
Kulturweg,2
Kunstforum Solothurn,2
Kunstgüetli,2
"Kunsthandlung Pigmento Villiger, vormals Kunsthandlung Twerenbold",2
Kunsthaus,10
Kunstmuseum,2
Kunstmuseum Luzern,2
Kunstraum Baden,2
Kunstverkauf.ch GmbH Gallery,2
KunzPhysiotherapie,2
Kunze AG,2
Kuoni Reisebüro Thalwil - Kuoni Reisen AG,2
Kuoni Travel,51
Kuoni Voyage Lausanne Grand-Chêne,2
Kurdischer Juristen und Anwaltsverein der Schweiz,2
Kurdistan Tabac Distribution SA,2
Kurpark,2
Kurz Schmuck und Uhren,3
Kuster Elektro,2
Kuster Reisen AG,2
Köhler Spezialbrot & Sandwich,3
KörperFocus GmbH,3
Kübelialp AG,2
Kübler Backwaren AG,3
Kühne Immobilien AG,2
Kühnis Augenoptik,2
"Kühnis Brillen & Optik AG, Brillen",2
Kühnis Hörwelt AG,2
Kündig Chäslaube u. Reformhaus,2
Küng Metzler Senn,2
Küng Pluskom,2
Küng Treuhand AG,2
Küng u. Küng,2
Küsne & Co. Imbiss,2
L,3
L & Y Sàrl,2
L Cafe,3
L Isola Bar Ristorante GmbH,2
"L Swiss Distribution, Leterrier",2
L'Antiquaille,3
L'Armourin,3
L'Enfant Prodigue Mode Féminine S.à r.l.,2
L'Espace Faucon - Mina Fortis,3
L'Habitat des Cyprès SA,2
L'Hair de Plaire - Roth,3
L'IDEA,5
L'Idéal-Mediline,3
L'Ink,3
L'Occitane en Provence - Zug,2
L'Or et La Pierre,2
L'Orchidée,3
L'Osteria,4
L'TUR,21
L'Ulivo,2
L'atelier des frères Jobin,2
L'espace Santé Harmonie,3
L'esprit sainf,2
L'instant chocolat,3
L'orient Kebab - Özkaya,2
L'unique Tartare,3
L'Écurie,2
LA LUMBRE Yoga & zeitgenössisches Pilates,2
LA VELA,2
LALIQUE - Zurich,2
LASER VISTA Basel,2
LBO,2
LE DELICE tea-room,2
LEGAcité,2
LENSRENT Schweiz,3
LES AMBASSADEURS AG,4
LFP Real Estate AG,2
LGT Bank (Schweiz) AG,3
"LGT Bank (Switzerland) AG, Zurich",3
"LGT Bank AG, Vaduz, Repräsentanz Zürich",2
LGU AG,3
LHP Steuerstrafrecht Fachanwalt Steuerrecht Steuerberater,2
LILY'S MAXIM,2
LIVE BECK KAFI-PAUSE,2
LIVING DREAMS custom made furniture & weatherproof cushions,2
LM boots & shoes (chaussures et bottes),2
LOFT1 BADEN,2
LOFT1 BASEL CITY,2
"LPM, Leone ProjektManagement GmbH",2
LUKB Geldautomat,2
LUKB Wachstumskapital AG,2
LUMA COFFEE,2
LUMAS Basel,2
LUV Drink & Dine,3
LVPP,3
La Bagatelle,2
La Beauté d'Anaïs,3
La Belle Chablière B. SA,2
La Boissonnerie,2
La Boite,3
La Bonne Cave,3
La Bottega del Gioco,2
La Bottega di Mario,3
La Cabriolle,2
La Cavatine,3
La Civette,2
La Corona,2
La Corte Fiorita,3
La Costiera Sàrl,2
"La Créativa, Schlegel Claudia",2
La Cucina,4
La Cène,2
La Delfina,4
La Familia Tattoo Mafia,2
La Fringale,2
La Fuente,2
La Grande Bellezza Lugano,2
La Grappilleuse,2
La Griffe Ausoni,2
La Grotta Bar,3
La Habana,2
La Halle aux Chaussures,2
La Lentille,2
La Libreria dietro l'Angolo,2
La Loggia Antichità,2
La Louve Café Bar,2
La Maison des Halles,3
La Maison du Fromage Neuchâtel Sterchi Sàrl,2
La Maison du Tapis,2
La Maison du Voyage Sàrl,2
La Marquise Clément,2
La Matze,3
La Mobiliare – Agenzia generale Lugano,2
La Mobilière - Assurances & Prévoyance - Agence St. Imier,2
La Mobilière - Assurances & Prévoyance - Agence d'Aigle,2
La Mobilière - Assurances & Prévoyance - Agence générale Neuchâtel,3
La Mère Royaume,2
La Natur'elle Coiffure et Perruques médicales,2
La Panetière,3
La Perla,2
La Petite Manufacture,3
La Petite Reine,2
La Piazzetta Da Gianni,2
La Piccola Miniera,2
La Poste ATM Mont-Blanc,3
La SUITE Salon De Coiffure,3
La Serlas Zürich AG,2
La Stanza,3
La Suite - Restaurant,4
La Supérette,3
La Table d'Edgard,2
La Table de Urs Hauri,5
La Taverna VI GmbH,2
"La Terrasse de Grancy, Meda Dionizio",3
La Torre SA,3
La Tour Vagabonde,2
La Tradition,2
La Trouvaille,2
La Tulipe Turquoise,2
La boutique mes Caprices,3
"La rose des sables, F. Asrar",2
La vie en rose,2
LaCLINIQUE of Switzerland®,2
LaZoupa,2
Labarthe & Associée,2
Laconciergerie.ch,3
Lacori Spose - bridal wear,2
Lacoste,17
Ladiva Schuhe AG,2
Laduree Lausanne Bourg,2
"Lady C. Elefantino, Cornelia Ludwig-Roost",2
Lady Code Nail Art Beauty Underwear,5
Ladyfitness Bremgarten,2
Lagarere SA,3
Laguna Kosmetik & Wellness,2
Laiterie Alpina,2
"Laiterie Moderne, Vallélian Fabien",2
Lana Cosmetics & eyelashes extension (at Coiffina),2
Lanal AG,2
Lancy Centre,2
"Lancy, Morgines",2
Landi,15
Landolt & Koch International Arbitration,3
Lang's Cafe Restaurant (Cafe Tobler),2
"Langnau-Gattikon, Bahnhof",2
Language Direct Corporate Services GmbH,2
Lapart,2
"Laros Reisen, Yolanda Labaras",2
Last Minute,4
Lathion Voyages Et Transports SA,2
Latinos Reisen GmbH,2
Lauener AG,2
Lauener Uhren und Schmuck,2
Laurida Sarl,2
Lauried AG,2
Lausanne,6
Lausanne Mosque,2
Lausanne Palace & Spa,2
"Lausanne, Sallaz",2
"Lausanne-Flon, pl. de l'Europe",2
Lausanne-Gare,3
Lautenschlager Inter- coiffure elle et lui,2
Laxia Immobilien AG,3
Layup GmbH,2
Le Baron,3
Le Bel Immeuble S.A.,3
Le Bijou,3
Le Bijou Mh6 Jacuzzi Penthouse At Muensterhof / Paradeplatz,2
Le Bistrot du Concert,3
Le Boudoir Lingerie - Bulle,2
Le Boudoir de Madame Hadriana,3
Le Buro Sàrl,2
Le Byblos Bonjo SA,3
Le Cabinet d'Amateur,3
Le Central Lausanne,2
Le Centre De Médecine Du Sommeil Et De L'eveil De Genève,2
Le Chapin Sàrl,2
Le Cinq,2
Le Coiffeur - Denise Müller,2
Le Comptoir du Thé,2
Le Concorde,3
Le Couturier de la Fourrure Max Dössegger,2
Le Creuset,2
Le Cyrano,2
Le Grain de Beauté,3
Le Kiosque,2
Le Lion Vert,2
Le Mazot,3
Le Minotaure,2
Le Moderne,2
Le Mondial,2
Le Monot Gourmet,2
Le Mouton,14
Le Must Air Marin,3
Le P'tit Vidy,2
Le Pain Quotidien,4
Le Panetier,2
Le Patio,3
Le Petit Grand Hôtel,2
Le Phono - Zeni & Knütti,2
Le Pradier,3
Le Prestige,3
Le Prêt-à-Manger Les Cygnes,2
Le Prêt-à-Manger de Cornavin,3
Le Raymond Bar,2
Le Salon Kosmetikinstitut,2
Le Saxo,2
Le Sud,3
"Le Thaï break restaurant, Hervé Charrière",2
Le Ticino,3
Le Tonnelier,2
Le Vernand SA,3
Le Vin H.R. Biedermann,2
Le XXe,2
Le bateau ivre,3
Lean & Green AG,2
Leder Koller AG,2
Leder Locher,6
Ledermann SA,2
Lederschmid,2
Lederschmid AG,2
Lee Seeds,3
Leelavadee nuad thai & spa,2
Lefka Emporio,3
Lehmann Media AG,2
Lehmann Reisen AG,3
Lehmann Schlafen + Wohnen GmbH,2
Leichtsinn,4
Lela Axon GmbH,2
Lele Verwaltungs-AG,2
Lengam AG,3
Lenk,2
Lenk Milch AG,2
Lenk im Simmental,2
"Lenk im Simmental, Bahnhof",2
"Lenk, Gemeindehaus",2
"Lenk, Marktplatz",2
Lenk-Simmental Tourismus,2
Leo Caminada Immobilien AG,2
Leotard,2
Les Accessoires,2
Les Amis,4
Les Artisanes,2
Les Bijoux de Jane - atelier de création,2
Les Brasseurs,5
Les Dessous Chics,3
Les Diamantaires Associés,2
Les Fontaines de Bassins (Genève) SA,2
Les Galeries Marval,3
Les Lières SA,3
Les Millionnaires,2
Les Mélèzes Lausanne SA,3
Les Trois Rois,3
Let's Go Fitness,18
Let's go Tours,3
Letec Aarau - Dataquest AG,2
Lets Travel SA,3
Letti Nails,2
Leuen AG Solothurn,2
Leukerbad Clinic,3
Levi`s Store Bern,2
Leximmo avocats,2
Lgj Immo GmbH,2
Lhasa Boutique,2
Li Ta,3
Li Tai Pe,2
"LiNEA LEi & LUi, caroline russo",2
Libosan.ch Erotik Shop,2
Librairie Apostrophes Sàrl,3
Librairie Aviation,2
"Librairie Camoes, Antonio Pinheiro",2
Librairie Chrétienne Le Sycomore,2
Librairie Galerie Univers Lausanne,2
Librairie Harmonie SA,2
Librairie Impressions Sàrl,2
Librairie Lüthy Bienne,2
Librairie St-Canisius,2
"Librairie arabe ""l'Olivier""",2
Librairie du Vieux-Comté,2
Libreria Il Segnalibro,3
Libreria Waelti,3
Librodrom GmbH,2
Lichtfokus AG,2
Lichtsteiner Rechtsanwälte und Notare,2
Lidl,11
Lido,2
Liechti Weine,2
Lien Trading AG,2
Lienhard Schuhe,2
Lietreu Immobilien AG,2
Light & Fit,2
Lilisu AG,2
Lilly Travel GmbH,4
Liluca AG,2
Liluca Pronuptia,3
Lima,2
"Limalimón – vantastisch, vegan und vegetarisch",2
Lindascosas,2
Lindenhof,4
Lindenhof 7 GmbH,2
Lindenhofkeller,2
Lindenpark AG Luzern,3
Linder Blumen am Bahnhofplatz 1,2
Linder Immobilien Promotion,2
Lindt Dessous-Moden GmbH,2
Line'S'line cakes,2
Linea Sana Lugano,3
Linguista Sprachaufenthalte,7
Linh Trung,3
Link it solutions Sagl,3
Linth Immobilien AG,2
Liola,2
Lipcar Sagl,2
Lista Office Vaud SA,2
Lista Office Vertriebs AG,2
Listopet Center GmbH,3
Little India,2
Little Istanbul,3
Little Shabby,3
Live Shop Zürcher & Co.,2
Lo Sterminatore D'insetti E Roditori,3
Lobby-Lounge-Bar,2
Locanda Ticinese,2
Loeb Warenhaus Thun,3
Loeb department store Bern,3
Loeb department store Biel,2
Loft 27 Bar,3
Logis Suisse AG,2
Lohner u. Marbach,2
Lolipop,2
"Lolipop Kinderschuh Shop, Gaby Knobel",2
Lollipop Poyraz,2
Lombard Odier,2
Lomi Massage Bern,3
London Tea Co. Ltd,2
Longchamp,2
Lopes Sara,3
"Lore Eitel, Physiotherapeutin",2
"Lorenzini Ristorante, Bar & Enoteca",4
Lorenzo Alonso Arquitectos,2
Loreto1 Trading Sion SA,3
Loro Piana,2
Lotus Nails - Nagelstudio Basel - Nail Salon Basel,2
Lotusbiz Sagl,2
Louis De Marval,3
Louis Vuitton,6
Lounge & Bar suite Luzern,4
Loup Opticien,2
Lovely Brows,2
Lovely Nails,2
"Luc Eschmann, Facharzt FMH für Innere Medizin",3
Luca Roncoroni Fiduciario Immobiliare - Immobilien-Treuhänder - Real Estate Broker,3
"Luce Altwegg, homéopathie",2
Lucernaiuris Institut für Juristische Grundlagen,2
Lucerne Clinic - Beauty Clinic,4
Luciano Coiffure Luciano Cipolli,2
Ludothek,4
Ludwig Reiter Zürich,2
Lugano Città TPL,2
Lugano cassarate - la lanchetta,2
"Lugano, Al Forte",3
"Lugano, Autosilo",2
"Lugano, Autosilo Balestra",3
"Lugano, Cappuccine",2
"Lugano, Centro",3
"Lugano, S. Antonio",3
"Lugano, Via Ginevra",3
Luigi Mazzi Clinique of Switzerland,2
Lukas Züllig Rechtsanwalt lic.iur.,2
Luna - Studio for Movement and Dance,2
Lunetterie,2
Lunetterie de la Sallaz,2
Lung Wah Sàrl,2
Lungenpraxis Pilatus Dr. Mike Bucher,4
Lurest AG,2
Lush,12
Luter Schöni Sache,2
Lutz AG,2
Lux Light GmbH,2
Luxembourg,3
Luxor Fitness,3
Luxury Dimension SA,3
Luxury Nails Zug,2
Luxus Destinations,2
Luzern,5
Luzern Bahnhofquai,3
Luzern City Centre GmbH,2
Luzerner Kantonalbank AG,6
Luzerner Polizei,2
Lydienails GmbH,2
Lynimmo SA,2
Lyse Bijoux,2
Läckerli Huus AG,6
Läderach,10
Läderach - Passerelle Basel SBB,2
Lötschberg,5
Löwen-Apotheke,2
Löwen-immo AG,2
Lüdi Coiffure GmbH,2
Lüthy + Stocker AG,2
M Rel AG,2
M&M Moda & Modi,3
M. Zardi & CO SA,3
M. Zollinger AG,2
M.p.a. GmbH,2
MAC Cosmetics,6
MAGGS,2
MAGGS Bern,2
MAISON DU CHAPEAU®,3
MAISONART concept store,2
MALAYOGA,2
MANAGAMES,3
MANOR Basel,2
MANOR Bulle,2
MANOR Chur,2
MANOR Genève Cornavin,3
MANOR Lugano,2
MANOR Luzern,2
MANOR Rapperswil,2
MANOR Schaffhausen,3
MANOR Solothurn,2
MANOR Thun,2
MANOR Zug,2
MANUKA Gioielleria,3
MARSANO AG,2
MAX Shoes,5
MAX&Co. - Globus,7
MAZ - Die Schweizer Journalistenschule,4
MB Gastro AG,2
MC Beauty Sisters - Centro Estetico Lugano,2
MC Emotion Sàrl,2
MDR Advisory Group SA,2
MEDI JEUNESSE,2
MEISTER Trauringe Premium-Partner Zigerli + Iff in Bern,3
MEISTER Trauringe Premium-Partner in Thun,3
MEISTER Trauringe Premium-Partner in Zürich-Oerlikon,2
MEISTER Trauringe und Schmuck in Luzern,2
MESSY,2
MFA Sagl Gestioni immobiliari,2
MFIT Wil,2
MFO MATRATZEN Markt,3
MFlorissimo,2
MG Fiduciaria Immobiliare Sagl,2
MGM Treuhand GmbH,2
MI TIERRA AG - vinoteca argentina,2
MIDI 20 - Enoteca Wine,2
MIM silver 925 Sekandari,2
MISTER MINIT,55
MIX Studio,2
MKK Sàrl,3
MODEKELLER THALWIL,2
MODEUM AG,2
MONN,5
MPM,2
MRS City,2
MSG-Feingold,3
MTL Chaussures,2
MTM Nähcenter,2
MTZ-Production Sàrl,2
MWG AG,2
MaThaï Massages,2
Macchi Bäckerei,4
Macchi-Bäckerei,2
Macelleria L. Gabbani,2
Machado SA,2
Madeleine Leuthard Boutique Jolimode,2
Maffioli Emplois et Cie,3
Mafondue,2
Magasin du Monde,5
Magazin,2
"Magdalena Spring, Physiotherapeutin",2
Maggi,2
Magic Schlaf Zug,2
Magic Wave Hairdesign,5
Magic X Erotic Megastore,16
Magicom,2
Magie der Kosmetik,2
Magnolia Braut- u. Cocktailmode,2
Mahalo GmbH,2
Mahsooni Baby & Kids,2
Maillard Gourmandises et Traditions SA,2
Maillardos,2
Main Station,2
Maiocci,3
Maison Pouly,2
Maison Via Roma,3
"Maja Kägi, Physiotherapeutin",2
"Majestic Voyages Sàrl, succursale de Lausanne",2
Majesty King Shisha Lounge,3
Maka Bistro GmbH,2
Make-up & Beauty World - Academy GmbH,2
Maklerzentrum Schweiz AG (Basel / Bâle),2
"Maladies internes, spécialistes des Cananau Sorin-Adrian",2
"Maladies internes, spécialistes des Peter M. Christine",2
"Maladies internes, spécialistes des Sendersky Viktorie",3
Maler Blaser Team AG,2
Maler Grimm AG,2
Maler Henggeler GmbH,2
Maler Stefan,3
Maler Wesemann AG,2
Malerei Hubler GmbH,2
Malou.smlxl,3
Mammut Store Bern,4
Mammut Store Engelberg,2
Manana,3
Mandhara Day Spa,2
Manetsch Treuhand AG,2
Mango,22
Manoloca GmbH,2
Manor,7
Manor Freiburg,3
Manora,5
Manora Fribourg,3
Manora Luzern,2
Manta Bar,3
Manta Voyages,2
Mantastic Nails,2
Mantra Bar - Café - Lounge,2
Manuela Bracher Edelmann,3
Marag AG,2
Marc Cain,9
Marc O'Polo,11
Marc O'Polo Shop,2
Marc O'Polo Store,2
Marc O'Polo Store Thalwil,2
"Marc van Welie, Physiotherapeut",3
Marc-Etienne Favre,2
"Marcel Freudemann, Physiotherapeut",2
Marchon Favre Sàrl,2
Marché,3
Marclay Music S.a.r.l.,2
Marco Strahm Notariat,2
Marco's Pasta Bar,2
"Marcon GmbH, Sarnen",2
Marcopolo Ethnographica,3
Maretail SA,2
Margepi GmbH c/o Treuhand Accola + Co.,2
"Margrith Pfoster-Isenschmid, Physiotherapeutin",2
Marguth Motta Pfulg,2
Maria Lutz — Goldschmiedeatelier,3
Mariahilf Kirche,2
Marianne Müller - Praxis für Psychotherapie - Psychoanalyse - Mediation,2
Marie-France vernaz,2
Marienheim,2
Marilyn & Him - Premium Second Hand,2
Marina,3
Marina Rinaldi Zürich,2
Mario Burkhard Intérieur et Fleurs,2
Marionnaud,75
Marionnaud Parfumeries,9
"Marisa Solari, Physiotherapeutin",2
"Mark Koekhoven, Physiotherapeut",2
Markag Markierungs AG,2
Markt Waisenhausplatz,3
Markthalle Basel,2
Marktplatz,2
Marktplätzli,2
Marktschwärmer Markthalle Basel,2
Marktstrasse,2
Marlise K Nail Academy & Products AG,2
Marlyse Beauty,2
Marmara Aesthetics,2
Marmitako SA,3
Maroquinerie Biedermann,3
Marsano,2
Marta Fiedorczuk-Hénin,3
Martel Cornavin,2
Marti Sports,3
Martigny,2
"Martigny, gare",2
Martin Hüging,2
Martin Sanitaires,3
"Martina Alich, Physiotherapeutin",2
"Martina Moser-Schaub, Prakt. Ärztin",2
Martinskirche,3
Marty Gmür Galbier Rechtsanwälte,2
Maréchaux Elektro AG,2
Mascotte,2
Masculin Center Basel,2
Masculin Center Neuhâtel,3
Massage Praxis MaBergwell,2
Massage couple Genève,2
"Massage- und Kosmetikstudio, Nathalie Gerber",2
Massimo Dutti,6
Massimo Lattanzi,2
"Mathias Keller avocat specialiste FSA droit de la construction et de l'immobilier, Leximmo avocats",2
Mathilda,3
Matmis AG,2
Matratzen Concord,10
Matt's Barber Shop,3
"Matthey De L Endroit, La Chocolaterie De Geneve",2
"Matthias Göring, Physiothérapeute",2
Matthias M. Schwerzmann,2
Matthias Schwerzmann - Dr. med. dent.SSO - borel schwerzmann zahnärzte,2
Matthorn AG,2
Matthäuskirche,2
Matti Papeterie Lenk,2
Matériel électrique Lamon,2
Maud AG,2
Maurizio Gelateria Pasticceria,2
Maurus AG,2
Mavi Imbiss,2
Max,3
Max Chocolatier,2
MaxMara Bern,2
Maxi Bazar,8
Maxi Real Estate SA,2
Maxi Zoo Petit-Lancy,2
Maxim Alima,2
Maxivue,2
Maya Sulger Gold und Platin AG,2
Maya`s Fashion House GmbH,2
Mayor Claude,3
Mbia Beauty Sàrl,3
Mc Kenzy - Lugano,2
Mc PaperLand,3
Mc PaperLand Mythen-Center,2
Mc Shirt Factory SA,2
McArthurs Pub Thun,2
McCarthy's Irish Pub,2
McConnell Hairdressing,2
McDonald's,9
McDonalds,2
McDonald’s,71
McDonald’s Genève les Cygnes,2
McOptic - Augenoptiker - Basel - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Biel - Opticien - Bienne - Brillen - Lunettes,2
McOptic - Augenoptiker - Brugg - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Olten - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Rapperswil - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Rorschach - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Sarnen - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Schaffhausen - Optiker - Brillen - Kontaktlinsen,2
McOptic - Augenoptiker - Thun - Optiker - Brillen - Kontaktlinsen,2
McOptic - Opticien - Bulle - Lunettes - Lentilles de Contact,2
Me Anne-Marie Germanier Jaquinet,2
"Me Anne-Sylvie Dupont, avocate",2
Me Antonella Cereghetti Avocat,2
Me Bernard Loup,2
Me Christian Bacon,2
Me Dr. Edgar Philippin,2
Me Dr. Jean-Pierre Bloch,3
Me Dr. Olivier Burnet,3
Me Eric Ramel,2
Me Eric Ramel Avocat,2
Me Gisèle de Benoit,2
Me Géraldine Veya,2
Me Joël Crettaz,2
Me Laurent Schuler,3
Me Odile Pelet,2
Me Sarah Perrier,2
